sample_id,split,oracle_scenario_type,diagnostic_residual_type,turn,message,message_history,previous_other_questions,retrieval_category,active_evidence,disclosed_evidence,superseded_evidence,override_applied,fallback_activated,fallback_reasons,exact_all_phrases_candidate_count,exact_highest_match_count,exact_highest_tier_candidate_count,exact_top_10_candidates,oracle_target_asin,diagnostic_exact_target_rank,exact_stateful_bm25_rrf_top_10_candidates,diagnostic_exact_stateful_bm25_rrf_target_rank,exact_field_aware_bm25_rrf_top_10_candidates,diagnostic_exact_field_aware_bm25_rrf_target_rank,exact_dense_rrf_top_10_candidates,diagnostic_exact_dense_rrf_target_rank,exact_generic_field_dense_rrf_top_10_candidates,diagnostic_exact_generic_field_dense_rrf_target_rank
public_0033,evaluation,browsing,weak_success,7,I don't have an additional preference for other.,"[""I'm looking for Athletic Walking, but I'm still exploring."", ""For that, what matters is: fabric; Mesh Fabric."", ""For that, what matters is: Imported; MD + Air Cushion sole."", ""I don't have an additional preference for other."", ""I don't have an additional preference for other."", ""I don't have an additional preference for other."", ""I don't have an additional preference for other.""]","[{""after_turn"": 1, ""ask_attribute"": ""other""}, {""after_turn"": 2, ""ask_attribute"": ""other""}, {""after_turn"": 3, ""ask_attribute"": ""other""}, {""after_turn"": 4, ""ask_attribute"": ""other""}, {""after_turn"": 5, ""ask_attribute"": ""other""}, {""after_turn"": 6, ""ask_attribute"": ""other""}]",Athletic Walking,"[""fabric"", ""Mesh Fabric"", ""Imported"", ""MD + Air Cushion sole""]","[""fabric"", ""Mesh Fabric"", ""Imported"", ""MD + Air Cushion sole""]",[],True,False,[],1,5,1,"[""B08134XNNB"", ""B0BN6CCHB7"", ""B00MES8EIQ"", ""B01MDU9QAO"", ""B09Y994VCL"", ""B07WMVBHLC"", ""B08BC9JTVX"", ""B09N72WTDH"", ""B08K7531QM"", ""B0916CFZRP""]",B08134XNNB,1,"[""B08134XNNB"", ""B0BN6CCHB7"", ""B00MES8EIQ"", ""B01MDU9QAO"", ""B09Y994VCL"", ""B07WMVBHLC"", ""B08BC9JTVX"", ""B09N72WTDH"", ""B08K7531QM"", ""B0916CFZRP""]",1,"[""B08134XNNB"", ""B0BN6CCHB7"", ""B00MES8EIQ"", ""B01MDU9QAO"", ""B09Y994VCL"", ""B07WMVBHLC"", ""B08BC9JTVX"", ""B09N72WTDH"", ""B08K7531QM"", ""B0916CFZRP""]",1,"[""B08134XNNB"", ""B0BN6CCHB7"", ""B00MES8EIQ"", ""B01MDU9QAO"", ""B09Y994VCL"", ""B07WMVBHLC"", ""B08BC9JTVX"", ""B09N72WTDH"", ""B08K7531QM"", ""B0916CFZRP""]",1,"[""B08134XNNB"", ""B0BN6CCHB7"", ""B00MES8EIQ"", ""B01MDU9QAO"", ""B09Y994VCL"", ""B07WMVBHLC"", ""B08BC9JTVX"", ""B09N72WTDH"", ""B08K7531QM"", ""B0916CFZRP""]",1
public_0033,evaluation,browsing,weak_success,8,I don't have an additional preference for other.,"[""I'm looking for Athletic Walking, but I'm still exploring."", ""For that, what matters is: fabric; Mesh Fabric."", ""For that, what matters is: Imported; MD + Air Cushion sole."", ""I don't have an additional preference for other."", ""I don't have an additional preference for other."", ""I don't have an additional preference for other."", ""I don't have an additional preference for other."", ""I don't have an additional preference for other.""]","[{""after_turn"": 1, ""ask_attribute"": ""other""}, {""after_turn"": 2, ""ask_attribute"": ""other""}, {""after_turn"": 3, ""ask_attribute"": ""other""}, {""after_turn"": 4, ""ask_attribute"": ""other""}, {""after_turn"": 5, ""ask_attribute"": ""other""}, {""after_turn"": 6, ""ask_attribute"": ""other""}, {""after_turn"": 7, ""ask_attribute"": ""other""}]",Athletic Walking,"[""fabric"", ""Mesh Fabric"", ""Imported"", ""MD + Air Cushion sole""]","[""fabric"", ""Mesh Fabric"", ""Imported"", ""MD + Air Cushion sole""]",[],True,False,[],1,5,1,"[""B08134XNNB"", ""B0BN6CCHB7"", ""B00MES8EIQ"", ""B01MDU9QAO"", ""B09Y994VCL"", ""B07WMVBHLC"", ""B08BC9JTVX"", ""B09N72WTDH"", ""B08K7531QM"", ""B0916CFZRP""]",B08134XNNB,1,"[""B08134XNNB"", ""B0BN6CCHB7"", ""B00MES8EIQ"", ""B01MDU9QAO"", ""B09Y994VCL"", ""B07WMVBHLC"", ""B08BC9JTVX"", ""B09N72WTDH"", ""B08K7531QM"", ""B0916CFZRP""]",1,"[""B08134XNNB"", ""B0BN6CCHB7"", ""B00MES8EIQ"", ""B01MDU9QAO"", ""B09Y994VCL"", ""B07WMVBHLC"", ""B08BC9JTVX"", ""B09N72WTDH"", ""B08K7531QM"", ""B0916CFZRP""]",1,"[""B08134XNNB"", ""B0BN6CCHB7"", ""B00MES8EIQ"", ""B01MDU9QAO"", ""B09Y994VCL"", ""B07WMVBHLC"", ""B08BC9JTVX"", ""B09N72WTDH"", ""B08K7531QM"", ""B0916CFZRP""]",1,"[""B08134XNNB"", ""B0BN6CCHB7"", ""B00MES8EIQ"", ""B01MDU9QAO"", ""B09Y994VCL"", ""B07WMVBHLC"", ""B08BC9JTVX"", ""B09N72WTDH"", ""B08K7531QM"", ""B0916CFZRP""]",1
public_0033,evaluation,browsing,weak_success,9,I don't have an additional preference for other.,"[""I'm looking for Athletic Walking, but I'm still exploring."", ""For that, what matters is: fabric; Mesh Fabric."", ""For that, what matters is: Imported; MD + Air Cushion sole."", ""I don't have an additional preference for other."", ""I don't have an additional preference for other."", ""I don't have an additional preference for other."", ""I don't have an additional preference for other."", ""I don't have an additional preference for other."", ""I don't have an additional preference for other.""]","[{""after_turn"": 1, ""ask_attribute"": ""other""}, {""after_turn"": 2, ""ask_attribute"": ""other""}, {""after_turn"": 3, ""ask_attribute"": ""other""}, {""after_turn"": 4, ""ask_attribute"": ""other""}, {""after_turn"": 5, ""ask_attribute"": ""other""}, {""after_turn"": 6, ""ask_attribute"": ""other""}, {""after_turn"": 7, ""ask_attribute"": ""other""}, {""after_turn"": 8, ""ask_attribute"": ""other""}]",Athletic Walking,"[""fabric"", ""Mesh Fabric"", ""Imported"", ""MD + Air Cushion sole""]","[""fabric"", ""Mesh Fabric"", ""Imported"", ""MD + Air Cushion sole""]",[],True,False,[],1,5,1,"[""B08134XNNB"", ""B0BN6CCHB7"", ""B00MES8EIQ"", ""B01MDU9QAO"", ""B09Y994VCL"", ""B07WMVBHLC"", ""B08BC9JTVX"", ""B09N72WTDH"", ""B08K7531QM"", ""B0916CFZRP""]",B08134XNNB,1,"[""B08134XNNB"", ""B0BN6CCHB7"", ""B00MES8EIQ"", ""B01MDU9QAO"", ""B09Y994VCL"", ""B07WMVBHLC"", ""B08BC9JTVX"", ""B09N72WTDH"", ""B08K7531QM"", ""B0916CFZRP""]",1,"[""B08134XNNB"", ""B0BN6CCHB7"", ""B00MES8EIQ"", ""B01MDU9QAO"", ""B09Y994VCL"", ""B07WMVBHLC"", ""B08BC9JTVX"", ""B09N72WTDH"", ""B08K7531QM"", ""B0916CFZRP""]",1,"[""B08134XNNB"", ""B0BN6CCHB7"", ""B00MES8EIQ"", ""B01MDU9QAO"", ""B09Y994VCL"", ""B07WMVBHLC"", ""B08BC9JTVX"", ""B09N72WTDH"", ""B08K7531QM"", ""B0916CFZRP""]",1,"[""B08134XNNB"", ""B0BN6CCHB7"", ""B00MES8EIQ"", ""B01MDU9QAO"", ""B09Y994VCL"", ""B07WMVBHLC"", ""B08BC9JTVX"", ""B09N72WTDH"", ""B08K7531QM"", ""B0916CFZRP""]",1
public_0033,evaluation,browsing,weak_success,10,I don't have an additional preference for other.,"[""I'm looking for Athletic Walking, but I'm still exploring."", ""For that, what matters is: fabric; Mesh Fabric."", ""For that, what matters is: Imported; MD + Air Cushion sole."", ""I don't have an additional preference for other."", ""I don't have an additional preference for other."", ""I don't have an additional preference for other."", ""I don't have an additional preference for other."", ""I don't have an additional preference for other."", ""I don't have an additional preference for other."", ""I don't have an additional preference for other.""]","[{""after_turn"": 1, ""ask_attribute"": ""other""}, {""after_turn"": 2, ""ask_attribute"": ""other""}, {""after_turn"": 3, ""ask_attribute"": ""other""}, {""after_turn"": 4, ""ask_attribute"": ""other""}, {""after_turn"": 5, ""ask_attribute"": ""other""}, {""after_turn"": 6, ""ask_attribute"": ""other""}, {""after_turn"": 7, ""ask_attribute"": ""other""}, {""after_turn"": 8, ""ask_attribute"": ""other""}, {""after_turn"": 9, ""ask_attribute"": ""other""}]",Athletic Walking,"[""fabric"", ""Mesh Fabric"", ""Imported"", ""MD + Air Cushion sole""]","[""fabric"", ""Mesh Fabric"", ""Imported"", ""MD + Air Cushion sole""]",[],True,False,[],1,5,1,"[""B08134XNNB"", ""B0BN6CCHB7"", ""B00MES8EIQ"", ""B01MDU9QAO"", ""B09Y994VCL"", ""B07WMVBHLC"", ""B08BC9JTVX"", ""B09N72WTDH"", ""B08K7531QM"", ""B0916CFZRP""]",B08134XNNB,1,"[""B08134XNNB"", ""B0BN6CCHB7"", ""B00MES8EIQ"", ""B01MDU9QAO"", ""B09Y994VCL"", ""B07WMVBHLC"", ""B08BC9JTVX"", ""B09N72WTDH"", ""B08K7531QM"", ""B0916CFZRP""]",1,"[""B08134XNNB"", ""B0BN6CCHB7"", ""B00MES8EIQ"", ""B01MDU9QAO"", ""B09Y994VCL"", ""B07WMVBHLC"", ""B08BC9JTVX"", ""B09N72WTDH"", ""B08K7531QM"", ""B0916CFZRP""]",1,"[""B08134XNNB"", ""B0BN6CCHB7"", ""B00MES8EIQ"", ""B01MDU9QAO"", ""B09Y994VCL"", ""B07WMVBHLC"", ""B08BC9JTVX"", ""B09N72WTDH"", ""B08K7531QM"", ""B0916CFZRP""]",1,"[""B08134XNNB"", ""B0BN6CCHB7"", ""B00MES8EIQ"", ""B01MDU9QAO"", ""B09Y994VCL"", ""B07WMVBHLC"", ""B08BC9JTVX"", ""B09N72WTDH"", ""B08K7531QM"", ""B0916CFZRP""]",1
public_0037,evaluation,browsing,hard_failure,1,"I'm looking for Boys Pants, but I'm still exploring.","[""I'm looking for Boys Pants, but I'm still exploring.""]",[],Boys Pants,[],[],[],True,True,"[""no_active_constraint""]",10,1,10,"[""B0B6VK1XNY"", ""B09NB7MT7M"", ""B0CC6F6BHQ"", ""B01DC6BKLQ"", ""B010HVRI2O"", ""B07F1PWLPW"", ""B09K6SNZFP"", ""B0C5T7VZK6"", ""B0735X7WXJ"", ""B018S73LBQ""]",B08KKBBMMD,,"[""B01DC6BKLQ"", ""B07F1PWLPW"", ""B09K6SNZFP"", ""B0B6VK1XNY"", ""B0735X7WXJ"", ""B0CC6F6BHQ"", ""B018S73LBQ"", ""B09NB7MT7M"", ""B07WDRMN82"", ""B0C5T7VZK6""]",,"[""B0B6VK1XNY"", ""B0CC6F6BHQ"", ""B01DC6BKLQ"", ""B0BX6JK787"", ""B09FVPYC2V"", ""B0C145HTY3"", ""B07WDRMN82"", ""B097F2JXYB"", ""B09NB7MT7M"", ""B09WHBG31C""]",,"[""B018S73LBQ"", ""B0CC6F6BHQ"", ""B0735X7WXJ"", ""B088GVMQK8"", ""B01DC6BKLQ"", ""B084P5KDM4"", ""B09FVPYC2V"", ""B00MXDIVNK"", ""B0B6VK1XNY"", ""B08STDCQRN""]",,"[""B01DC6BKLQ"", ""B00JOC9KY2"", ""B0CC6F6BHQ"", ""B07D7R9FMG"", ""B01H46KUXY"", ""B09VLR3Z3W"", ""B09FVPYC2V"", ""B0B6VK1XNY"", ""B09C1LBR7D"", ""B08STDCQRN""]",
public_0037,evaluation,browsing,hard_failure,2,"For that, what matters is: cotton; Imported.","[""I'm looking for Boys Pants, but I'm still exploring."", ""For that, what matters is: cotton; Imported.""]","[{""after_turn"": 1, ""ask_attribute"": ""other""}]",Boys Pants,"[""cotton"", ""Imported""]","[""cotton"", ""Imported""]",[],True,False,[],1,3,1,"[""B09NB7MT7M"", ""B0B7XP5CP1"", ""B0B6VK1XNY"", ""B0BX6JK787"", ""B07SVZTWP8"", ""B07YLGX2VF"", ""B07T67WY5D"", ""B08WH4F8LT"", ""B09L6NMKDM"", ""B0B2WPYG12""]",B08KKBBMMD,,"[""B09NB7MT7M"", ""B0B7XP5CP1"", ""B0B6VK1XNY"", ""B0BX6JK787"", ""B07SVZTWP8"", ""B07YLGX2VF"", ""B07T67WY5D"", ""B08WH4F8LT"", ""B09L6NMKDM"", ""B0B2WPYG12""]",,"[""B09NB7MT7M"", ""B0B7XP5CP1"", ""B0B6VK1XNY"", ""B0BX6JK787"", ""B07SVZTWP8"", ""B07YLGX2VF"", ""B07T67WY5D"", ""B08WH4F8LT"", ""B09L6NMKDM"", ""B0B2WPYG12""]",,"[""B09NB7MT7M"", ""B0B7XP5CP1"", ""B0B6VK1XNY"", ""B0BX6JK787"", ""B07SVZTWP8"", ""B07YLGX2VF"", ""B07T67WY5D"", ""B08WH4F8LT"", ""B09L6NMKDM"", ""B0B2WPYG12""]",,"[""B09NB7MT7M"", ""B0B7XP5CP1"", ""B0B6VK1XNY"", ""B0BX6JK787"", ""B07SVZTWP8"", ""B07YLGX2VF"", ""B07T67WY5D"", ""B08WH4F8LT"", ""B09L6NMKDM"", ""B0B2WPYG12""]",
public_0037,evaluation,browsing,hard_failure,3,"For that, what matters is: Pull On closure; Machine Wash.","[""I'm looking for Boys Pants, but I'm still exploring."", ""For that, what matters is: cotton; Imported."", ""For that, what matters is: Pull On closure; Machine Wash.""]","[{""after_turn"": 1, ""ask_attribute"": ""other""}, {""after_turn"": 2, ""ask_attribute"": ""other""}]",Boys Pants,"[""cotton"", ""Imported"", ""Pull On closure"", ""Machine Wash""]","[""cotton"", ""Imported"", ""Pull On closure"", ""Machine Wash""]",[],True,True,"[""no_catalog_product_matches_all_active_phrases"", ""highest_exact_match_tier_exceeds_top_10""]",0,4,1359,"[""B09NB7MT7M"", ""B0B5B4CHZ2"", ""B014WC0Y34"", ""B07DJSPRYY"", ""B09QLB5YMF"", ""B093X5TG3L"", ""B073RNZ1XP"", ""B0BZV6QHCX"", ""B0BFJSYBH4"", ""B0C4HJ8PJS""]",B08KKBBMMD,,"[""B0B5B4CHZ2"", ""B09VYRTLYG"", ""B085T36V91"", ""B08FP4GTNY"", ""B06Y4BRB3V"", ""B0193YUVIE"", ""B07DJSPRYY"", ""B0BZV6QHCX"", ""B01JW0XPI2"", ""B08KKBBMMD""]",10,"[""B0B5B4CHZ2"", ""B07DJSPRYY"", ""B0C8DF2MDZ"", ""B073RNZ1XP"", ""B07HC5LL2H"", ""B09VYRTLYG"", ""B08KKBBMMD"", ""B085T36V91"", ""B077GFQ7Y1"", ""B093X5TG3L""]",7,"[""B0B5B4CHZ2"", ""B0C4HJ8PJS"", ""B07DJSPRYY"", ""B07HC5LL2H"", ""B0C8DF2MDZ"", ""B074KJ49F2"", ""B08KKBBMMD"", ""B0C2PLK4D8"", ""B085T36V91"", ""B07Y2NXTHB""]",7,"[""B0B5B4CHZ2"", ""B08KKBBMMD"", ""B0C8DF2MDZ"", ""B09VYRTLYG"", ""B07DJSPRYY"", ""B076J7VB8G"", ""B07HC5LL2H"", ""B085T36V91"", ""B09VLT9C6F"", ""B09VLR3Z3W""]",2
public_0037,evaluation,browsing,hard_failure,4,I don't have an additional preference for other.,"[""I'm looking for Boys Pants, but I'm still exploring."", ""For that, what matters is: cotton; Imported."", ""For that, what matters is: Pull On closure; Machine Wash."", ""I don't have an additional preference for other.""]","[{""after_turn"": 1, ""ask_attribute"": ""other""}, {""after_turn"": 2, ""ask_attribute"": ""other""}, {""after_turn"": 3, ""ask_attribute"": ""other""}]",Boys Pants,"[""cotton"", ""Imported"", ""Pull On closure"", ""Machine Wash""]","[""cotton"", ""Imported"", ""Pull On closure"", ""Machine Wash""]",[],True,True,"[""no_catalog_product_matches_all_active_phrases"", ""highest_exact_match_tier_exceeds_top_10""]",0,4,1359,"[""B09NB7MT7M"", ""B0B5B4CHZ2"", ""B014WC0Y34"", ""B07DJSPRYY"", ""B09QLB5YMF"", ""B093X5TG3L"", ""B073RNZ1XP"", ""B0BZV6QHCX"", ""B0BFJSYBH4"", ""B0C4HJ8PJS""]",B08KKBBMMD,,"[""B0B5B4CHZ2"", ""B09VYRTLYG"", ""B085T36V91"", ""B08FP4GTNY"", ""B06Y4BRB3V"", ""B0193YUVIE"", ""B07DJSPRYY"", ""B0BZV6QHCX"", ""B01JW0XPI2"", ""B08KKBBMMD""]",10,"[""B0B5B4CHZ2"", ""B07DJSPRYY"", ""B0C8DF2MDZ"", ""B073RNZ1XP"", ""B07HC5LL2H"", ""B09VYRTLYG"", ""B08KKBBMMD"", ""B085T36V91"", ""B077GFQ7Y1"", ""B093X5TG3L""]",7,"[""B0B5B4CHZ2"", ""B0C4HJ8PJS"", ""B07DJSPRYY"", ""B07HC5LL2H"", ""B0C8DF2MDZ"", ""B074KJ49F2"", ""B08KKBBMMD"", ""B0C2PLK4D8"", ""B085T36V91"", ""B07Y2NXTHB""]",7,"[""B0B5B4CHZ2"", ""B08KKBBMMD"", ""B0C8DF2MDZ"", ""B09VYRTLYG"", ""B07DJSPRYY"", ""B076J7VB8G"", ""B07HC5LL2H"", ""B085T36V91"", ""B09VLT9C6F"", ""B09VLR3Z3W""]",2
public_0037,evaluation,browsing,hard_failure,5,I don't have an additional preference for other.,"[""I'm looking for Boys Pants, but I'm still exploring."", ""For that, what matters is: cotton; Imported."", ""For that, what matters is: Pull On closure; Machine Wash."", ""I don't have an additional preference for other."", ""I don't have an additional preference for other.""]","[{""after_turn"": 1, ""ask_attribute"": ""other""}, {""after_turn"": 2, ""ask_attribute"": ""other""}, {""after_turn"": 3, ""ask_attribute"": ""other""}, {""after_turn"": 4, ""ask_attribute"": ""other""}]",Boys Pants,"[""cotton"", ""Imported"", ""Pull On closure"", ""Machine Wash""]","[""cotton"", ""Imported"", ""Pull On closure"", ""Machine Wash""]",[],True,True,"[""no_catalog_product_matches_all_active_phrases"", ""highest_exact_match_tier_exceeds_top_10""]",0,4,1359,"[""B09NB7MT7M"", ""B0B5B4CHZ2"", ""B014WC0Y34"", ""B07DJSPRYY"", ""B09QLB5YMF"", ""B093X5TG3L"", ""B073RNZ1XP"", ""B0BZV6QHCX"", ""B0BFJSYBH4"", ""B0C4HJ8PJS""]",B08KKBBMMD,,"[""B0B5B4CHZ2"", ""B09VYRTLYG"", ""B085T36V91"", ""B08FP4GTNY"", ""B06Y4BRB3V"", ""B0193YUVIE"", ""B07DJSPRYY"", ""B0BZV6QHCX"", ""B01JW0XPI2"", ""B08KKBBMMD""]",10,"[""B0B5B4CHZ2"", ""B07DJSPRYY"", ""B0C8DF2MDZ"", ""B073RNZ1XP"", ""B07HC5LL2H"", ""B09VYRTLYG"", ""B08KKBBMMD"", ""B085T36V91"", ""B077GFQ7Y1"", ""B093X5TG3L""]",7,"[""B0B5B4CHZ2"", ""B0C4HJ8PJS"", ""B07DJSPRYY"", ""B07HC5LL2H"", ""B0C8DF2MDZ"", ""B074KJ49F2"", ""B08KKBBMMD"", ""B0C2PLK4D8"", ""B085T36V91"", ""B07Y2NXTHB""]",7,"[""B0B5B4CHZ2"", ""B08KKBBMMD"", ""B0C8DF2MDZ"", ""B09VYRTLYG"", ""B07DJSPRYY"", ""B076J7VB8G"", ""B07HC5LL2H"", ""B085T36V91"", ""B09VLT9C6F"", ""B09VLR3Z3W""]",2
public_0037,evaluation,browsing,hard_failure,6,I don't have an additional preference for other.,"[""I'm looking for Boys Pants, but I'm still exploring."", ""For that, what matters is: cotton; Imported."", ""For that, what matters is: Pull On closure; Machine Wash."", ""I don't have an additional preference for other."", ""I don't have an additional preference for other."", ""I don't have an additional preference for other.""]","[{""after_turn"": 1, ""ask_attribute"": ""other""}, {""after_turn"": 2, ""ask_attribute"": ""other""}, {""after_turn"": 3, ""ask_attribute"": ""other""}, {""after_turn"": 4, ""ask_attribute"": ""other""}, {""after_turn"": 5, ""ask_attribute"": ""other""}]",Boys Pants,"[""cotton"", ""Imported"", ""Pull On closure"", ""Machine Wash""]","[""cotton"", ""Imported"", ""Pull On closure"", ""Machine Wash""]",[],True,True,"[""no_catalog_product_matches_all_active_phrases"", ""highest_exact_match_tier_exceeds_top_10""]",0,4,1359,"[""B09NB7MT7M"", ""B0B5B4CHZ2"", ""B014WC0Y34"", ""B07DJSPRYY"", ""B09QLB5YMF"", ""B093X5TG3L"", ""B073RNZ1XP"", ""B0BZV6QHCX"", ""B0BFJSYBH4"", ""B0C4HJ8PJS""]",B08KKBBMMD,,"[""B0B5B4CHZ2"", ""B09VYRTLYG"", ""B085T36V91"", ""B08FP4GTNY"", ""B06Y4BRB3V"", ""B0193YUVIE"", ""B07DJSPRYY"", ""B0BZV6QHCX"", ""B01JW0XPI2"", ""B08KKBBMMD""]",10,"[""B0B5B4CHZ2"", ""B07DJSPRYY"", ""B0C8DF2MDZ"", ""B073RNZ1XP"", ""B07HC5LL2H"", ""B09VYRTLYG"", ""B08KKBBMMD"", ""B085T36V91"", ""B077GFQ7Y1"", ""B093X5TG3L""]",7,"[""B0B5B4CHZ2"", ""B0C4HJ8PJS"", ""B07DJSPRYY"", ""B07HC5LL2H"", ""B0C8DF2MDZ"", ""B074KJ49F2"", ""B08KKBBMMD"", ""B0C2PLK4D8"", ""B085T36V91"", ""B07Y2NXTHB""]",7,"[""B0B5B4CHZ2"", ""B08KKBBMMD"", ""B0C8DF2MDZ"", ""B09VYRTLYG"", ""B07DJSPRYY"", ""B076J7VB8G"", ""B07HC5LL2H"", ""B085T36V91"", ""B09VLT9C6F"", ""B09VLR3Z3W""]",2
public_0037,evaluation,browsing,hard_failure,7,I don't have an additional preference for other.,"[""I'm looking for Boys Pants, but I'm still exploring."", ""For that, what matters is: cotton; Imported."", ""For that, what matters is: Pull On closure; Machine Wash."", ""I don't have an additional preference for other."", ""I don't have an additional preference for other."", ""I don't have an additional preference for other."", ""I don't have an additional preference for other.""]","[{""after_turn"": 1, ""ask_attribute"": ""other""}, {""after_turn"": 2, ""ask_attribute"": ""other""}, {""after_turn"": 3, ""ask_attribute"": ""other""}, {""after_turn"": 4, ""ask_attribute"": ""other""}, {""after_turn"": 5, ""ask_attribute"": ""other""}, {""after_turn"": 6, ""ask_attribute"": ""other""}]",Boys Pants,"[""cotton"", ""Imported"", ""Pull On closure"", ""Machine Wash""]","[""cotton"", ""Imported"", ""Pull On closure"", ""Machine Wash""]",[],True,True,"[""no_catalog_product_matches_all_active_phrases"", ""highest_exact_match_tier_exceeds_top_10""]",0,4,1359,"[""B09NB7MT7M"", ""B0B5B4CHZ2"", ""B014WC0Y34"", ""B07DJSPRYY"", ""B09QLB5YMF"", ""B093X5TG3L"", ""B073RNZ1XP"", ""B0BZV6QHCX"", ""B0BFJSYBH4"", ""B0C4HJ8PJS""]",B08KKBBMMD,,"[""B0B5B4CHZ2"", ""B09VYRTLYG"", ""B085T36V91"", ""B08FP4GTNY"", ""B06Y4BRB3V"", ""B0193YUVIE"", ""B07DJSPRYY"", ""B0BZV6QHCX"", ""B01JW0XPI2"", ""B08KKBBMMD""]",10,"[""B0B5B4CHZ2"", ""B07DJSPRYY"", ""B0C8DF2MDZ"", ""B073RNZ1XP"", ""B07HC5LL2H"", ""B09VYRTLYG"", ""B08KKBBMMD"", ""B085T36V91"", ""B077GFQ7Y1"", ""B093X5TG3L""]",7,"[""B0B5B4CHZ2"", ""B0C4HJ8PJS"", ""B07DJSPRYY"", ""B07HC5LL2H"", ""B0C8DF2MDZ"", ""B074KJ49F2"", ""B08KKBBMMD"", ""B0C2PLK4D8"", ""B085T36V91"", ""B07Y2NXTHB""]",7,"[""B0B5B4CHZ2"", ""B08KKBBMMD"", ""B0C8DF2MDZ"", ""B09VYRTLYG"", ""B07DJSPRYY"", ""B076J7VB8G"", ""B07HC5LL2H"", ""B085T36V91"", ""B09VLT9C6F"", ""B09VLR3Z3W""]",2
public_0037,evaluation,browsing,hard_failure,8,I don't have an additional preference for other.,"[""I'm looking for Boys Pants, but I'm still exploring."", ""For that, what matters is: cotton; Imported."", ""For that, what matters is: Pull On closure; Machine Wash."", ""I don't have an additional preference for other."", ""I don't have an additional preference for other."", ""I don't have an additional preference for other."", ""I don't have an additional preference for other."", ""I don't have an additional preference for other.""]","[{""after_turn"": 1, ""ask_attribute"": ""other""}, {""after_turn"": 2, ""ask_attribute"": ""other""}, {""after_turn"": 3, ""ask_attribute"": ""other""}, {""after_turn"": 4, ""ask_attribute"": ""other""}, {""after_turn"": 5, ""ask_attribute"": ""other""}, {""after_turn"": 6, ""ask_attribute"": ""other""}, {""after_turn"": 7, ""ask_attribute"": ""other""}]",Boys Pants,"[""cotton"", ""Imported"", ""Pull On closure"", ""Machine Wash""]","[""cotton"", ""Imported"", ""Pull On closure"", ""Machine Wash""]",[],True,True,"[""no_catalog_product_matches_all_active_phrases"", ""highest_exact_match_tier_exceeds_top_10""]",0,4,1359,"[""B09NB7MT7M"", ""B0B5B4CHZ2"", ""B014WC0Y34"", ""B07DJSPRYY"", ""B09QLB5YMF"", ""B093X5TG3L"", ""B073RNZ1XP"", ""B0BZV6QHCX"", ""B0BFJSYBH4"", ""B0C4HJ8PJS""]",B08KKBBMMD,,"[""B0B5B4CHZ2"", ""B09VYRTLYG"", ""B085T36V91"", ""B08FP4GTNY"", ""B06Y4BRB3V"", ""B0193YUVIE"", ""B07DJSPRYY"", ""B0BZV6QHCX"", ""B01JW0XPI2"", ""B08KKBBMMD""]",10,"[""B0B5B4CHZ2"", ""B07DJSPRYY"", ""B0C8DF2MDZ"", ""B073RNZ1XP"", ""B07HC5LL2H"", ""B09VYRTLYG"", ""B08KKBBMMD"", ""B085T36V91"", ""B077GFQ7Y1"", ""B093X5TG3L""]",7,"[""B0B5B4CHZ2"", ""B0C4HJ8PJS"", ""B07DJSPRYY"", ""B07HC5LL2H"", ""B0C8DF2MDZ"", ""B074KJ49F2"", ""B08KKBBMMD"", ""B0C2PLK4D8"", ""B085T36V91"", ""B07Y2NXTHB""]",7,"[""B0B5B4CHZ2"", ""B08KKBBMMD"", ""B0C8DF2MDZ"", ""B09VYRTLYG"", ""B07DJSPRYY"", ""B076J7VB8G"", ""B07HC5LL2H"", ""B085T36V91"", ""B09VLT9C6F"", ""B09VLR3Z3W""]",2
