sample_id,scenario_type,constraint_count,constraint_position,exact_phrase_candidates,all_token_candidates,token_overlap_candidates,target_exact_phrase_match,target_all_token_match,target_token_overlap_match,oracle_only
public_0023,intent_override,2,2,1,26,6900,True,True,True,True
public_0023,intent_override,3,3,1,23,13861,True,True,True,True
public_0023,intent_override,4,4,1,6,14729,True,True,True,True
public_0024,buying,0,category_only,192,345,421,True,True,True,True
public_0024,buying,1,1,19,28,1581,True,True,True,True
public_0024,buying,2,2,1,7,2662,True,True,True,True
public_0024,buying,3,3,1,6,5434,True,True,True,True
public_0024,buying,4,4,1,2,6015,True,True,True,True
public_0025,browsing,0,category_only,58,401,499,True,True,True,True
public_0025,browsing,1,1,6,87,5929,True,True,True,True
public_0025,browsing,2,2,1,2,2288,True,True,True,True
public_0025,browsing,3,3,1,2,4294,True,True,True,True
public_0025,browsing,4,4,1,2,12258,True,True,True,True
public_0026,buying,0,category_only,138,1653,3527,True,True,True,True
public_0026,buying,1,1,33,443,8466,True,True,True,True
public_0026,buying,2,2,19,247,11446,True,True,True,True
public_0026,buying,3,3,16,197,9417,True,True,True,True
public_0026,buying,4,4,3,35,7153,True,True,True,True
public_0027,buying,0,category_only,9,22390,32848,False,True,True,True
public_0027,buying,1,1,7,3845,28320,False,True,True,True
public_0027,buying,2,2,1,848,15596,False,True,True,True
public_0027,buying,3,3,1,392,17330,False,True,True,True
public_0027,buying,4,4,1,131,16108,False,True,True,True
public_0028,buying,0,category_only,349,526,682,True,True,True,True
public_0028,buying,1,1,271,361,7665,True,True,True,True
public_0028,buying,2,2,58,139,7162,False,True,True,True
public_0028,buying,3,3,58,139,8608,False,True,True,True
public_0028,buying,4,4,2,23,6635,False,True,True,True
public_0029,buying,0,category_only,325,1732,4145,True,True,True,True
public_0029,buying,1,1,20,152,10255,True,True,True,True
public_0029,buying,2,2,1,51,9017,True,True,True,True
public_0029,buying,3,3,1,16,8290,True,True,True,True
public_0029,buying,4,4,1,4,6618,True,True,True,True
public_0030,buying,0,category_only,68,991,1986,True,True,True,True
public_0030,buying,1,1,25,376,11499,True,True,True,True
public_0030,buying,2,2,1,59,5774,True,True,True,True
public_0030,buying,3,3,1,17,7564,True,True,True,True
public_0030,buying,4,4,1,8,8910,True,True,True,True
public_0031,buying,0,category_only,9,22390,32848,False,True,True,True
public_0031,buying,1,1,7,3845,28320,False,True,True,True
public_0031,buying,2,2,0,627,15227,False,True,True,True
public_0031,buying,3,3,0,302,17060,False,True,True,True
public_0031,buying,4,4,0,46,14618,False,True,True,True
public_0032,buying,0,category_only,178,798,1870,True,True,True,True
public_0032,buying,1,1,88,335,10238,True,True,True,True
public_0032,buying,2,2,31,245,10568,True,True,True,True
public_0032,buying,3,3,7,84,10520,True,True,True,True
public_0032,buying,4,4,1,31,11009,True,True,True,True
public_0033,browsing,0,category_only,370,1847,5554,True,True,True,True
public_0033,browsing,1,1,67,452,10070,True,True,True,True
public_0033,browsing,2,2,17,244,9865,True,True,True,True
public_0033,browsing,3,3,6,87,7603,True,True,True,True
public_0033,browsing,4,4,1,11,6596,True,True,True,True
public_0034,intent_override,0,category_only,665,4490,14960,True,True,True,True
public_0034,intent_override,1,1,410,1578,10412,True,True,True,True
public_0034,intent_override,2,2,200,1009,11776,True,True,True,True
public_0034,intent_override,3,3,1,561,11598,True,True,True,True
public_0034,intent_override,4,4,1,429,15366,True,True,True,True
public_0035,boundary,0,category_only,370,1847,5554,True,True,True,True
public_0035,boundary,1,1,67,452,10070,True,True,True,True
public_0035,boundary,2,2,6,37,7684,True,True,True,True
public_0035,boundary,3,3,5,19,9021,True,True,True,True
public_0035,boundary,4,4,4,9,8668,True,True,True,True
public_0036,browsing,0,category_only,503,1286,1661,True,True,True,True
public_0036,browsing,1,1,21,55,8731,True,True,True,True
public_0036,browsing,2,2,0,10,6793,False,False,True,True
public_0036,browsing,3,3,0,9,6754,False,False,True,True
public_0036,browsing,4,4,0,8,7000,False,False,True,True
public_0037,browsing,0,category_only,10,3346,6329,False,True,True,True
public_0037,browsing,1,1,2,1267,11854,False,True,True,True
public_0037,browsing,2,2,1,631,10134,False,True,True,True
public_0037,browsing,3,3,0,292,13032,False,True,True,True
public_0037,browsing,4,4,0,249,12598,False,True,True,True
public_0038,intent_override,0,category_only,1031,9878,20218,True,True,True,True
public_0038,intent_override,1,1,155,565,10432,True,True,True,True
public_0038,intent_override,2,2,4,278,20981,True,True,True,True
public_0038,intent_override,3,3,1,162,17465,True,True,True,True
public_0038,intent_override,4,4,1,34,15133,True,True,True,True
public_0039,browsing,0,category_only,25,21889,32437,True,True,True,True
public_0039,browsing,1,1,20,5316,27457,True,True,True,True
public_0039,browsing,2,2,1,898,15140,True,True,True,True
public_0039,browsing,3,3,1,188,14199,True,True,True,True
public_0039,browsing,4,4,1,81,13488,True,True,True,True
public_0040,browsing,0,category_only,127,1494,3246,True,True,True,True
public_0040,browsing,1,1,61,547,10722,True,True,True,True
public_0040,browsing,2,2,1,110,9563,False,False,True,True
public_0040,browsing,3,3,0,80,10204,False,False,True,True
public_0040,browsing,4,4,0,27,10255,False,False,True,True
public_0041,boundary,0,category_only,519,1792,3026,True,True,True,True
public_0041,boundary,1,1,233,840,11836,True,True,True,True
public_0041,boundary,2,2,1,341,9731,True,True,True,True
public_0041,boundary,3,3,1,0,6844,True,False,True,True
public_0041,boundary,4,4,1,0,8779,True,False,True,True
public_0042,buying,0,category_only,1034,1275,1672,True,True,True,True
public_0042,buying,1,1,126,153,16422,True,True,True,True
public_0042,buying,2,2,0,13,5236,False,False,True,True
public_0042,buying,3,3,0,6,3783,False,False,True,True
public_0042,buying,4,4,0,3,3594,False,False,True,True
public_0043,browsing,0,category_only,9,22390,32848,False,True,True,True
public_0043,browsing,1,1,7,3845,28320,False,True,True,True
public_0043,browsing,2,2,0,254,15057,False,True,True,True
public_0043,browsing,3,3,0,103,16965,False,True,True,True
public_0043,browsing,4,4,0,18,14465,False,True,True,True
public_0044,buying,0,category_only,12,9602,14912,True,True,True,True
public_0044,buying,1,1,8,1769,16508,True,True,True,True
public_0044,buying,2,2,1,581,11522,True,True,True,True
public_0044,buying,3,3,1,75,10427,True,True,True,True
public_0044,buying,4,4,1,19,8394,True,True,True,True
public_0045,buying,0,category_only,519,1792,3026,True,True,True,True
public_0045,buying,1,1,233,840,11836,True,True,True,True
public_0045,buying,2,2,18,271,7677,True,True,True,True
public_0045,buying,3,3,5,87,9378,True,True,True,True
public_0045,buying,4,4,1,32,9490,True,True,True,True
public_0046,intent_override,0,category_only,24,835,1491,True,True,True,True
public_0046,intent_override,1,1,2,84,1488,True,True,True,True
public_0046,intent_override,2,2,1,39,1192,True,True,True,True
public_0046,intent_override,3,3,1,12,1948,True,True,True,True
public_0046,intent_override,4,4,1,4,3190,True,True,True,True
public_0047,browsing,0,category_only,33,2132,6985,True,True,True,True
public_0047,browsing,1,1,15,285,12731,True,True,True,True
public_0047,browsing,2,2,0,40,8339,False,True,True,True
public_0047,browsing,3,3,0,35,9751,False,True,True,True
public_0047,browsing,4,4,0,8,9595,False,True,True,True
public_0048,browsing,0,category_only,28,1141,4202,True,True,True,True
public_0048,browsing,1,1,13,326,8442,True,True,True,True
public_0048,browsing,2,2,9,216,9118,True,True,True,True
public_0048,browsing,3,3,1,12,6768,True,True,True,True
public_0048,browsing,4,4,1,9,8432,True,True,True,True
public_0049,browsing,0,category_only,665,4490,14960,True,True,True,True
public_0049,browsing,1,1,410,1578,10412,True,True,True,True
public_0049,browsing,2,2,0,67,9365,False,False,True,True
public_0049,browsing,3,3,0,38,10065,False,False,True,True
public_0049,browsing,4,4,0,25,9266,False,False,True,True
public_0050,boundary,0,category_only,47,562,1462,True,True,True,True
public_0050,boundary,1,1,38,279,7783,True,True,True,True
public_0050,boundary,2,2,20,233,8778,True,True,True,True
public_0050,boundary,3,3,1,134,7650,True,True,True,True
public_0050,boundary,4,4,1,57,7197,True,True,True,True
public_0051,browsing,0,category_only,370,1847,5554,True,True,True,True
public_0051,browsing,1,1,183,985,8577,True,True,True,True
public_0051,browsing,2,2,1,326,10027,True,True,True,True
public_0051,browsing,3,3,1,62,9249,True,True,True,True
public_0051,browsing,4,4,1,60,12293,True,True,True,True
public_0052,intent_override,0,category_only,519,1792,3026,True,True,True,True
public_0052,intent_override,1,1,233,840,11836,True,True,True,True
public_0052,intent_override,2,2,27,445,11034,True,True,True,True
public_0052,intent_override,3,3,4,180,10297,True,True,True,True
public_0052,intent_override,4,4,2,81,9390,True,True,True,True
public_0053,buying,0,category_only,13,504,3120,True,True,True,True
public_0053,buying,1,1,6,117,7887,True,True,True,True
public_0053,buying,2,2,1,41,7516,True,True,True,True
public_0053,buying,3,3,1,40,6735,True,True,True,True
public_0053,buying,4,4,1,9,5732,True,True,True,True
public_0054,buying,0,category_only,0,6420,24399,False,True,True,True
public_0054,buying,1,1,0,2003,13092,False,True,True,True
public_0054,buying,2,2,0,1598,12050,False,True,True,True
public_0054,buying,3,3,0,839,12841,False,True,True,True
public_0054,buying,4,4,0,487,13348,False,True,True,True
public_0055,browsing,0,category_only,283,5838,13838,True,True,True,True
public_0055,browsing,1,1,1,231,13389,True,True,True,True
public_0055,browsing,2,2,1,115,12111,True,True,True,True
public_0055,browsing,3,3,1,19,7536,True,True,True,True
public_0055,browsing,4,4,1,5,6171,True,True,True,True
public_0056,browsing,0,category_only,1357,6551,6551,True,True,True,True
public_0056,browsing,1,1,1071,3659,12667,True,True,True,True
public_0056,browsing,2,2,1,871,8491,True,True,True,True
public_0056,browsing,3,3,1,652,10345,True,True,True,True
public_0056,browsing,4,4,1,84,10464,True,True,True,True
public_0057,browsing,0,category_only,283,5838,13838,True,True,True,True
public_0057,browsing,1,1,10,304,12966,True,True,True,True
public_0057,browsing,2,2,9,177,12900,True,True,True,True
public_0057,browsing,3,3,2,22,8022,True,True,True,True
public_0057,browsing,4,4,1,9,8065,True,True,True,True
public_0058,buying,0,category_only,49,216,395,True,True,True,True
public_0058,buying,1,1,27,76,11024,True,True,True,True
public_0058,buying,2,2,13,55,11787,True,True,True,True
public_0058,buying,3,3,9,22,10290,True,True,True,True
public_0058,buying,4,4,6,16,10700,True,True,True,True
public_0059,browsing,0,category_only,28,122,307,True,True,True,True
public_0059,browsing,1,1,10,27,2705,True,True,True,True
public_0059,browsing,2,2,1,12,1818,True,True,True,True
public_0059,browsing,3,3,1,5,2580,True,True,True,True
public_0059,browsing,4,4,1,4,3772,True,True,True,True
public_0060,browsing,0,category_only,68,991,1986,True,True,True,True
public_0060,browsing,1,1,40,406,10360,True,True,True,True
public_0060,browsing,2,2,1,161,7905,True,True,True,True
public_0060,browsing,3,3,1,79,8508,True,True,True,True
public_0060,browsing,4,4,1,25,8799,True,True,True,True
public_0061,buying,0,category_only,88,4148,6865,True,True,True,True
public_0061,buying,1,1,1,58,7590,True,True,True,True
public_0061,buying,2,2,0,23,7982,False,True,True,True
public_0061,buying,3,3,0,4,8303,False,True,True,True
public_0061,buying,4,4,0,4,12166,False,True,True,True
public_0062,browsing,0,category_only,68,4198,10389,True,True,True,True
public_0062,browsing,1,1,21,1836,11037,True,True,True,True
public_0062,browsing,2,2,2,493,9555,True,True,True,True
public_0062,browsing,3,3,1,137,7992,True,True,True,True
public_0062,browsing,4,4,1,45,7878,True,True,True,True
public_0063,browsing,0,category_only,56,22615,33327,True,True,True,True
public_0063,browsing,1,1,31,5639,27860,True,True,True,True
public_0063,browsing,2,2,1,557,15557,True,True,True,True
public_0063,browsing,3,3,1,239,14352,True,True,True,True
public_0063,browsing,4,4,1,186,15669,True,True,True,True
public_0064,intent_override,0,category_only,141,897,3712,True,True,True,True
public_0064,intent_override,1,1,27,255,10417,True,True,True,True
public_0064,intent_override,2,2,4,163,10065,True,True,True,True
public_0064,intent_override,3,3,3,93,9456,True,True,True,True
public_0064,intent_override,4,4,2,43,10277,True,True,True,True
public_0065,buying,0,category_only,6,1687,3798,True,True,True,True
public_0065,buying,1,1,3,774,11797,True,True,True,True
public_0065,buying,2,2,3,449,12314,True,True,True,True
public_0065,buying,3,3,2,190,11195,True,True,True,True
public_0065,buying,4,4,1,49,11419,True,True,True,True
public_0066,buying,0,category_only,136,1499,3881,True,True,True,True
public_0066,buying,1,1,69,701,11682,True,True,True,True
public_0066,buying,2,2,1,145,7505,True,True,True,True
public_0066,buying,3,3,1,61,9004,True,True,True,True
public_0066,buying,4,4,1,22,8996,True,True,True,True
public_0067,buying,0,category_only,31,910,2618,True,True,True,True
public_0067,buying,1,1,22,378,11416,True,True,True,True
public_0067,buying,2,2,22,378,10958,True,True,True,True
public_0067,buying,3,3,13,172,11571,True,True,True,True
public_0067,buying,4,4,12,100,10778,True,True,True,True
public_0068,intent_override,0,category_only,370,1847,5554,True,True,True,True
public_0068,intent_override,1,1,114,628,16519,True,True,True,True
public_0068,intent_override,2,2,67,380,8947,True,True,True,True
public_0068,intent_override,3,3,1,28,6985,True,True,True,True
public_0068,intent_override,4,4,1,23,9645,True,True,True,True
public_0069,browsing,0,category_only,503,1286,1661,True,True,True,True
public_0069,browsing,1,1,1,579,6966,True,True,True,True
public_0069,browsing,2,2,1,257,8750,True,True,True,True
public_0069,browsing,3,3,1,235,10318,True,True,True,True
public_0069,browsing,4,4,1,223,10402,True,True,True,True
public_0070,browsing,0,category_only,13,1397,3590,True,True,True,True
public_0070,browsing,1,1,6,146,3861,True,True,True,True
public_0070,browsing,2,2,1,93,6520,True,True,True,True
public_0070,browsing,3,3,1,45,7812,True,True,True,True
public_0070,browsing,4,4,1,37,6033,True,True,True,True
public_0071,intent_override,0,category_only,0,6420,24399,False,True,True,True
public_0071,intent_override,1,1,0,1481,14714,False,True,True,True
public_0071,intent_override,2,2,0,418,11059,False,True,True,True
public_0071,intent_override,3,3,0,176,11780,False,True,True,True
public_0071,intent_override,4,4,0,108,12757,False,True,True,True
public_0072,intent_override,0,category_only,9,394,760,True,True,True,True
public_0072,intent_override,1,1,2,32,1430,True,True,True,True
public_0072,intent_override,2,2,1,7,2304,True,True,True,True
public_0072,intent_override,3,3,1,5,3731,True,True,True,True
public_0072,intent_override,4,4,1,3,6742,True,True,True,True
public_0073,browsing,0,category_only,799,5089,11380,True,True,True,True
public_0073,browsing,1,1,349,2216,13757,True,True,True,True
public_0073,browsing,2,2,1,782,13485,True,True,True,True
public_0073,browsing,3,3,1,286,13966,True,True,True,True
public_0073,browsing,4,4,1,90,12910,True,True,True,True
public_0074,browsing,0,category_only,370,1847,5554,True,True,True,True
public_0074,browsing,1,1,162,545,4129,True,True,True,True
public_0074,browsing,2,2,43,200,4494,True,True,True,True
public_0074,browsing,3,3,4,128,6220,True,True,True,True
public_0074,browsing,4,4,1,17,5145,True,True,True,True
public_0075,browsing,0,category_only,258,2317,7078,True,True,True,True
public_0075,browsing,1,1,177,398,9419,True,True,True,True
public_0075,browsing,2,2,55,341,9809,True,True,True,True
public_0075,browsing,3,3,1,204,9847,True,True,True,True
public_0075,browsing,4,4,1,24,8025,True,True,True,True
public_0076,browsing,0,category_only,95,22136,32792,True,True,True,True
public_0076,browsing,1,1,55,3759,28152,True,True,True,True
public_0076,browsing,2,2,0,431,17324,False,False,True,True
public_0076,browsing,3,3,0,22,12078,False,False,True,True
public_0076,browsing,4,4,0,15,11586,False,False,True,True
public_0077,browsing,0,category_only,4,2133,3952,True,True,True,True
public_0077,browsing,1,1,2,928,10980,True,True,True,True
public_0077,browsing,2,2,1,198,7689,True,True,True,True
public_0077,browsing,3,3,1,77,8811,True,True,True,True
public_0077,browsing,4,4,1,51,10432,True,True,True,True
public_0078,intent_override,0,category_only,33,1055,4423,True,True,True,True
public_0078,intent_override,1,1,23,450,10380,True,True,True,True
public_0078,intent_override,2,2,1,192,7379,True,True,True,True
public_0078,intent_override,3,3,1,147,15221,True,True,True,True
public_0078,intent_override,4,4,1,51,16168,True,True,True,True
public_0079,browsing,0,category_only,44,871,1168,True,True,True,True
public_0079,browsing,1,1,23,358,11397,True,True,True,True
public_0079,browsing,2,2,2,31,8166,True,True,True,True
public_0079,browsing,3,3,1,19,7846,True,True,True,True
public_0079,browsing,4,4,1,19,11110,True,True,True,True
public_0080,intent_override,0,category_only,152,3661,6597,True,True,True,True
public_0080,intent_override,1,1,92,2396,11040,True,True,True,True
public_0080,intent_override,2,2,8,895,8818,True,True,True,True
public_0080,intent_override,3,3,8,552,9273,True,True,True,True
public_0080,intent_override,4,4,5,112,9733,True,True,True,True
public_0081,browsing,0,category_only,48,423,785,True,True,True,True
public_0081,browsing,1,1,35,230,9968,True,True,True,True
public_0081,browsing,2,2,26,195,10429,True,True,True,True
public_0081,browsing,3,3,14,59,10267,True,True,True,True
public_0081,browsing,4,4,14,51,11654,True,True,True,True
public_0082,buying,0,category_only,46,615,1276,True,True,True,True
public_0082,buying,1,1,1,275,8798,True,True,True,True
public_0082,buying,2,2,1,91,7113,True,True,True,True
public_0082,buying,3,3,1,67,9084,True,True,True,True
public_0082,buying,4,4,1,67,11774,True,True,True,True
public_0083,buying,0,category_only,681,2400,4914,True,True,True,True
public_0083,buying,1,1,318,1105,12179,True,True,True,True
public_0083,buying,2,2,145,743,12659,True,True,True,True
public_0083,buying,3,3,64,327,11392,True,True,True,True
public_0083,buying,4,4,31,180,11575,True,True,True,True
public_0084,intent_override,0,category_only,258,2317,7078,True,True,True,True
public_0084,intent_override,1,1,12,98,4829,True,True,True,True
public_0084,intent_override,2,2,1,13,2110,True,True,True,True
public_0084,intent_override,3,3,1,13,12492,True,True,True,True
public_0084,intent_override,4,4,1,3,12011,True,True,True,True
public_0085,browsing,0,category_only,195,1476,3344,True,True,True,True
public_0085,browsing,1,1,18,122,2177,True,True,True,True
public_0085,browsing,2,2,1,24,3487,True,True,True,True
public_0085,browsing,3,3,1,22,6046,True,True,True,True
public_0085,browsing,4,4,1,14,7877,True,True,True,True
public_0086,browsing,0,category_only,548,13893,49997,True,True,True,True
public_0086,browsing,1,1,248,6682,15076,True,True,True,True
public_0086,browsing,2,2,1,1004,17654,True,True,True,True
public_0086,browsing,3,3,1,383,16166,True,True,True,True
public_0086,browsing,4,4,1,244,13917,True,True,True,True
public_0087,browsing,0,category_only,288,3555,9252,True,True,True,True
public_0087,browsing,1,1,214,1848,11482,True,True,True,True
public_0087,browsing,2,2,125,1439,11475,True,True,True,True
public_0087,browsing,3,3,82,676,11374,True,True,True,True
public_0087,browsing,4,4,60,366,11357,True,True,True,True
public_0088,buying,0,category_only,24,168,615,True,True,True,True
public_0088,buying,1,1,15,93,9850,True,True,True,True
public_0088,buying,2,2,2,70,6677,True,True,True,True
public_0088,buying,3,3,1,34,8398,True,True,True,True
public_0088,buying,4,4,1,30,9417,True,True,True,True
public_0089,intent_override,0,category_only,45,343,547,True,True,True,True
public_0089,intent_override,1,1,11,60,2893,True,True,True,True
public_0089,intent_override,2,2,2,36,3927,True,True,True,True
public_0089,intent_override,3,3,1,19,4286,True,True,True,True
public_0089,intent_override,4,4,1,4,4962,True,True,True,True
public_0090,buying,0,category_only,2149,24420,35344,True,True,True,True
public_0090,buying,1,1,1,4228,28472,True,True,True,True
public_0090,buying,2,2,0,857,17875,False,True,True,True
public_0090,buying,3,3,0,494,15244,False,True,True,True
public_0090,buying,4,4,0,494,17471,False,True,True,True
public_0091,browsing,0,category_only,1255,6875,50000,True,True,True,True
public_0091,browsing,1,1,1,1755,15690,True,True,True,True
public_0091,browsing,2,2,0,523,11916,False,False,True,True
public_0091,browsing,3,3,0,436,12641,False,False,True,True
public_0091,browsing,4,4,0,407,14023,False,False,True,True
public_0092,browsing,0,category_only,284,1161,2510,True,True,True,True
public_0092,browsing,1,1,119,453,11592,True,True,True,True
public_0092,browsing,2,2,15,150,7641,True,True,True,True
public_0092,browsing,3,3,7,59,9481,True,True,True,True
public_0092,browsing,4,4,2,13,9554,True,True,True,True
public_0093,buying,0,category_only,45,343,547,True,True,True,True
public_0093,buying,1,1,33,197,9921,True,True,True,True
public_0093,buying,2,2,1,43,6182,True,True,True,True
public_0093,buying,3,3,1,22,8153,True,True,True,True
public_0093,buying,4,4,1,11,8722,True,True,True,True
public_0094,buying,0,category_only,138,896,1621,True,True,True,True
public_0094,buying,1,1,67,397,7999,True,True,True,True
public_0094,buying,2,2,10,169,8177,True,True,True,True
public_0094,buying,3,3,2,95,7373,True,True,True,True
public_0094,buying,4,4,1,54,8476,True,True,True,True
public_0095,buying,0,category_only,129,22262,32522,True,True,True,True
public_0095,buying,1,1,63,5472,27674,True,True,True,True
public_0095,buying,2,2,3,964,15879,True,True,True,True
public_0095,buying,3,3,1,340,17360,True,True,True,True
public_0095,buying,4,4,1,176,16115,True,True,True,True
public_0096,intent_override,0,category_only,680,3567,6311,True,True,True,True
public_0096,intent_override,1,1,246,1615,12836,True,True,True,True
public_0096,intent_override,2,2,21,496,8535,True,True,True,True
public_0096,intent_override,3,3,12,196,10214,True,True,True,True
public_0096,intent_override,4,4,10,142,10867,True,True,True,True
public_0097,buying,0,category_only,129,22262,32522,False,True,True,True
public_0097,buying,1,1,63,5472,27674,False,True,True,True
public_0097,buying,2,2,11,2223,16901,False,True,True,True
public_0097,buying,3,3,4,590,15092,False,True,True,True
public_0097,buying,4,4,4,335,15349,False,True,True,True
public_0098,browsing,0,category_only,522,1644,3536,True,True,True,True
